timestamp,value
12:00 AM,59
1:00 AM,43
2:00 AM,78
3:00 AM,50
4:00 AM,79
5:00 AM,75
6:00 AM,65
7:00 AM,75
8:00 AM,51
9:00 AM,46
10:00 AM,57
11:00 AM,60
12:00 PM,51
1:00 PM,48
2:00 PM,49
3:00 PM,45
4:00 PM,45
5:00 PM,48
6:00 PM,43
7:00 PM,44
8:00 PM,41
9:00 PM,33
10:00 PM,38
11:00 PM,38
